claim_id,patient_id,provider_id,claim_date,specialty,diagnosis_code,procedure_code,medication_code,amount,status,injected_fraud_type,is_duplicate,is_abnormal_amount,is_specialty_mismatch,is_medication_error,rule_based_fraud,fraud_reasons,name,specialty_provider,location,years_experience,license_number,hospital_affiliation,phone,email,avg_claims_per_month,fraud_risk_score,is_high_risk
CLAIM02755,PAT01289,PROV0088,2025-09-15 15:20:12.348144,neurology,D015,P013,M014,5134.8,rejected,none,False,False,False,False,False,None,Andrew Berg,general_medicine,Dallas,6,LIC71644,Mendez-Graham Medical Center,+1-301-565-8202x9702,andrew.berg@mendez-grahammedicalcenterhospital.com,119,0.618,True
CLAIM02756,PAT01340,PROV0027,2025-08-20 15:20:12.348144,neurology,D013,P013,M012,4967.09,approved,none,False,False,False,False,False,None,Micheal Young,neurology,Charlotte,8,LIC42493,Flores-Fernandez Medical Center,(723)962-3166,micheal.young@flores-fernandezmedicalcenterhospital.com,31,0.008,False
CLAIM02757,PAT00240,PROV0068,2025-10-08 15:20:12.348144,oncology,D006,P006,M006,19409.37,rejected,none,False,False,False,False,False,None,Denise Stanley,cardiology,San Jose,19,LIC37549,Lawson-Perry Medical Center,681.256.1497,denise.stanley@lawson-perrymedicalcenterhospital.com,47,0.243,False
CLAIM02758,PAT01093,PROV0038,2025-11-24 15:20:12.348144,orthopedics,D007,P009,M007,43649.49,approved,none,False,False,False,False,False,None,Eric Erickson,general_medicine,Phoenix,13,LIC48890,Hill Inc Medical Center,+1-942-971-0947,eric.erickson@hillincmedicalcenterhospital.com,13,0.232,False
CLAIM02759,PAT01384,PROV0030,2025-06-17 15:20:12.348144,oncology,D006,P006,M006,20805.98,approved,none,False,False,False,False,False,None,David Murphy,oncology,Seattle,9,LIC84847,Murphy-Juarez Medical Center,(246)541-7080x5310,david.murphy@murphy-juarezmedicalcenterhospital.com,25,0.314,False
CLAIM02760,PAT00818,PROV0003,2025-10-27 15:20:12.348144,general_medicine,D011,P010,M015,507.47,submitted,wrong_medication,False,False,False,True,True,Medication Error,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM02761,PAT00631,PROV0004,2025-11-17 15:20:12.348144,oncology,D006,P006,M006,19373.71,submitted,none,False,False,False,False,False,None,Holly Wood,general_medicine,Denver,18,LIC10851,Santiago Ltd Medical Center,+1-519-228-3276x48350,holly.wood@santiagoltdmedicalcenterhospital.com,20,0.279,False
CLAIM02762,PAT01375,PROV0092,2025-10-02 15:20:12.348144,gastroenterology,D018,P018,M016,5264.0,rejected,none,False,False,False,False,False,None,Kristen Salazar,gastroenterology,Houston,11,LIC50768,Jones Group Medical Center,001-778-466-9125x177,kristen.salazar@jonesgroupmedicalcenterhospital.com,11,0.372,False
CLAIM02763,PAT00280,PROV0024,2025-11-08 15:20:12.348144,gastroenterology,D018,P016,M013,7628.99,approved,wrong_medication,False,False,False,True,True,Medication Error,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM02764,PAT00908,PROV0005,2025-09-08 15:20:12.348144,oncology,D006,P004,M006,8452.03,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Jennifer Jones,orthopedics,Dallas,10,LIC38221,"Walter, Edwards and Rios Medical Center",(772)542-3884x9696,"jennifer.jones@walter,edwardsandriosmedicalcenterhospital.com",31,0.041,False
CLAIM02765,PAT00937,PROV0085,2025-08-30 15:20:12.348144,neurology,D015,P015,M014,7607.86,approved,none,False,False,False,False,False,None,Nancy Cook,general_medicine,Phoenix,35,LIC13534,Bell LLC Medical Center,+1-227-772-2170x4303,nancy.cook@bellllcmedicalcenterhospital.com,47,0.226,False
CLAIM02766,PAT01170,PROV0072,2025-08-24 15:20:12.348144,neurology,D014,P014,M013,3272.16,submitted,none,False,False,False,False,False,None,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM02767,PAT01033,PROV0025,2025-08-29 15:20:12.348144,general_medicine,D010,P011,M010,948.51,approved,none,False,False,False,False,False,None,Mark Lee,neurology,Philadelphia,17,LIC79163,"Cruz, Ross and Hernandez Medical Center",001-901-463-2870x831,"mark.lee@cruz,rossandhernandezmedicalcenterhospital.com",37,0.386,False
CLAIM02768,PAT01291,PROV0098,2025-09-08 15:20:12.348144,cardiology,D001,P002,M001,5497.24,approved,none,False,False,False,False,False,None,Harry Williams,orthopedics,Boston,35,LIC73372,Harper-Cameron Medical Center,+1-274-580-1624x56506,harry.williams@harper-cameronmedicalcenterhospital.com,47,0.107,False
CLAIM02769,PAT01094,PROV0012,2025-06-20 15:20:12.348144,cardiology,D002,P002,M004,4509.88,rejected,none,False,False,False,False,False,None,Joel Baxter,gastroenterology,Seattle,15,LIC99733,Ramos PLC Medical Center,908-501-3267,joel.baxter@ramosplcmedicalcenterhospital.com,13,0.092,False
CLAIM02770,PAT01311,PROV0005,2025-10-22 15:20:12.348144,oncology,D005,P004,M006,8743.76,submitted,none,False,False,False,False,False,None,Jennifer Jones,orthopedics,Dallas,10,LIC38221,"Walter, Edwards and Rios Medical Center",(772)542-3884x9696,"jennifer.jones@walter,edwardsandriosmedicalcenterhospital.com",31,0.041,False
CLAIM02771,PAT00065,PROV0005,2025-07-24 15:20:12.348144,oncology,D005,P004,M006,7262.54,approved,none,False,False,False,False,False,None,Jennifer Jones,orthopedics,Dallas,10,LIC38221,"Walter, Edwards and Rios Medical Center",(772)542-3884x9696,"jennifer.jones@walter,edwardsandriosmedicalcenterhospital.com",31,0.041,False
CLAIM02772,PAT01233,PROV0032,2025-06-28 15:20:12.348144,orthopedics,D007,P009,M007,42935.04,approved,none,False,False,False,False,False,None,Alexander Collins,general_medicine,Los Angeles,7,LIC17944,"Odonnell, Brooks and David Medical Center",219.731.4919,"alexander.collins@odonnell,brooksanddavidmedicalcenterhospital.com",31,0.32,False
CLAIM02773,PAT00214,PROV0084,2025-08-08 15:20:12.348144,gastroenterology,D016,P018,M015,5374.93,submitted,none,False,False,False,False,False,None,Michael Mills,orthopedics,Columbus,32,LIC13804,Jones-Fox Medical Center,588.306.7065x40515,michael.mills@jones-foxmedicalcenterhospital.com,35,0.29,False
CLAIM02774,PAT00625,PROV0047,2025-11-30 15:20:12.348144,general_medicine,D012,P012,M011,2047.54,rejected,none,False,False,False,False,False,None,Kyle Francis,neurology,Indianapolis,1,LIC97538,Shields LLC Medical Center,001-965-784-0449x97278,kyle.francis@shieldsllcmedicalcenterhospital.com,29,0.373,False
CLAIM02775,PAT00218,PROV0033,2025-11-01 15:20:12.348144,gastroenterology,D017,P017,M015,10834.97,approved,none,False,False,False,False,False,None,Mary Jones,cardiology,San Diego,13,LIC34931,"Peterson, Atkinson and Short Medical Center",965-972-6284,"mary.jones@peterson,atkinsonandshortmedicalcenterhospital.com",18,0.169,False
CLAIM02776,PAT00027,PROV0070,2025-06-25 15:20:12.348144,orthopedics,D007,P007,M007,2071.86,rejected,none,False,False,False,False,False,None,Patrick Graham,gastroenterology,Philadelphia,6,LIC47196,Morse-Atkins Medical Center,001-769-466-4160,patrick.graham@morse-atkinsmedicalcenterhospital.com,50,0.248,False
CLAIM02777,PAT01391,PROV0031,2025-09-24 15:20:12.348144,general_medicine,D010,P012,M010,2058.02,submitted,none,False,False,False,False,False,None,Alex Hernandez,general_medicine,San Antonio,7,LIC22704,Wells Inc Medical Center,001-437-645-2991,alex.hernandez@wellsincmedicalcenterhospital.com,32,0.169,False
CLAIM02778,PAT00733,PROV0036,2025-09-20 15:20:12.348144,gastroenterology,D017,P016,M015,8427.61,submitted,none,False,False,False,False,False,None,Daniel Holt,general_medicine,San Francisco,14,LIC62565,Beck-Wood Medical Center,+1-685-668-5574,daniel.holt@beck-woodmedicalcenterhospital.com,20,0.152,False
CLAIM02779,PAT01109,PROV0002,2025-11-30 15:20:12.348144,oncology,D005,P005,M006,25347.41,rejected,none,False,False,False,False,False,None,Kevin Pacheco,gastroenterology,Seattle,6,LIC87397,Blake and Sons Medical Center,001-765-642-3511x615,kevin.pacheco@blakeandsonsmedicalcenterhospital.com,11,0.037,False
CLAIM02780,PAT01477,PROV0027,2025-06-17 15:20:12.348144,neurology,D015,P013,M014,4662.0,rejected,none,False,False,False,False,False,None,Micheal Young,neurology,Charlotte,8,LIC42493,Flores-Fernandez Medical Center,(723)962-3166,micheal.young@flores-fernandezmedicalcenterhospital.com,31,0.008,False
CLAIM02781,PAT00064,PROV0064,2025-07-11 15:20:12.348144,general_medicine,D012,P010,M008,487.24,rejected,wrong_medication,False,False,False,True,True,Medication Error,Jacqueline Hernandez,cardiology,Indianapolis,35,LIC97900,Jones-Decker Medical Center,761-352-8098,jacqueline.hernandez@jones-deckermedicalcenterhospital.com,37,0.028,False
CLAIM02782,PAT00606,PROV0098,2025-08-29 15:20:12.348144,cardiology,D002,P001,M003,2936.04,approved,none,False,False,False,False,False,None,Harry Williams,orthopedics,Boston,35,LIC73372,Harper-Cameron Medical Center,+1-274-580-1624x56506,harry.williams@harper-cameronmedicalcenterhospital.com,47,0.107,False
CLAIM02783,PAT00865,PROV0056,2025-11-03 15:20:12.348144,general_medicine,D011,P011,M010,960.18,submitted,none,False,False,False,False,False,None,Caleb Richardson,gastroenterology,Phoenix,16,LIC31299,"Chambers, Richards and Carson Medical Center",(613)870-9859x317,"caleb.richardson@chambers,richardsandcarsonmedicalcenterhospital.com",21,0.353,False
CLAIM02784,PAT00259,PROV0090,2025-07-12 15:20:12.348144,cardiology,D002,P002,M004,5372.24,submitted,none,False,False,False,False,False,None,Kathryn Hughes,oncology,New York,10,LIC41266,"Wilson, Hampton and Padilla Medical Center",494.973.1217,"kathryn.hughes@wilson,hamptonandpadillamedicalcenterhospital.com",17,0.226,False
CLAIM02785,PAT00872,PROV0057,2025-07-28 15:20:12.348144,gastroenterology,D016,P016,M015,8174.38,approved,none,False,False,False,False,False,None,Andrew Johnson,cardiology,Philadelphia,22,LIC63964,Wilson-Young Medical Center,+1-826-375-8692,andrew.johnson@wilson-youngmedicalcenterhospital.com,25,0.107,False
CLAIM02786,PAT01301,PROV0061,2025-11-25 15:20:12.348144,oncology,D006,P005,M006,26465.64,approved,none,False,False,False,False,False,None,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM02787,PAT00984,PROV0070,2025-09-20 15:20:12.348144,orthopedics,D008,P009,M008,46662.61,approved,none,False,False,False,False,False,None,Patrick Graham,gastroenterology,Philadelphia,6,LIC47196,Morse-Atkins Medical Center,001-769-466-4160,patrick.graham@morse-atkinsmedicalcenterhospital.com,50,0.248,False
CLAIM02788,PAT00457,PROV0082,2025-11-13 15:20:12.348144,orthopedics,D008,P008,M007,7354.22,submitted,none,False,False,False,False,False,None,Ronald Horton,neurology,New York,25,LIC72518,Blake Group Medical Center,390.610.4328x986,ronald.horton@blakegroupmedicalcenterhospital.com,95,0.705,True
CLAIM02789,PAT00641,PROV0062,2025-06-14 15:20:12.348144,cardiology,D002,P001,M003,2872.48,rejected,none,False,False,False,False,False,None,John Morales,orthopedics,Los Angeles,7,LIC88193,"Rodriguez, Joseph and Wallace Medical Center",759-821-2499,"john.morales@rodriguez,josephandwallacemedicalcenterhospital.com",30,0.175,False
CLAIM02790,PAT00209,PROV0079,2025-07-25 15:20:12.348144,orthopedics,D009,P009,M007,40529.92,submitted,none,False,False,False,False,False,None,Jackson Ball,orthopedics,San Diego,18,LIC54020,Bishop-Goodwin Medical Center,838.834.7359x774,jackson.ball@bishop-goodwinmedicalcenterhospital.com,44,0.032,False
CLAIM02791,PAT01349,PROV0099,2025-07-30 15:20:12.348144,oncology,D004,P004,M015,7578.93,rejected,wrong_medication,False,False,False,True,True,Medication Error,Dylan Hughes,oncology,Chicago,18,LIC69087,Duran-Ramirez Medical Center,+1-891-221-6558x523,dylan.hughes@duran-ramirezmedicalcenterhospital.com,39,0.228,False
CLAIM02792,PAT00322,PROV0088,2025-09-29 15:20:12.348144,neurology,D014,P015,M013,8187.98,rejected,none,False,False,False,False,False,None,Andrew Berg,general_medicine,Dallas,6,LIC71644,Mendez-Graham Medical Center,+1-301-565-8202x9702,andrew.berg@mendez-grahammedicalcenterhospital.com,119,0.618,True
CLAIM02793,PAT01383,PROV0070,2025-09-03 15:20:12.348144,orthopedics,D009,P008,M007,7489.51,rejected,none,False,False,False,False,False,None,Patrick Graham,gastroenterology,Philadelphia,6,LIC47196,Morse-Atkins Medical Center,001-769-466-4160,patrick.graham@morse-atkinsmedicalcenterhospital.com,50,0.248,False
CLAIM02794,PAT01396,PROV0003,2025-09-09 15:20:12.348144,general_medicine,D010,P012,M010,1840.56,submitted,none,False,False,False,False,False,None,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM02795,PAT00672,PROV0006,2025-10-16 15:20:12.348144,general_medicine,D011,P012,M010,1979.45,submitted,none,False,False,False,False,False,None,Brenda Snyder PhD,general_medicine,Houston,23,LIC55082,Hernandez and Sons Medical Center,+1-669-716-6978x48018,brenda.snyder.phd@hernandezandsonsmedicalcenterhospital.com,12,0.292,False
CLAIM02796,PAT00107,PROV0051,2025-10-26 15:20:12.348144,cardiology,D003,P001,M005,2885.11,submitted,none,False,False,False,False,False,None,Elijah Johnson,cardiology,New York,22,LIC27146,Flynn-Carter Medical Center,(862)538-6922x219,elijah.johnson@flynn-cartermedicalcenterhospital.com,26,0.065,False
CLAIM02797,PAT00931,PROV0099,2025-08-30 15:20:12.348144,oncology,D005,P005,M006,26323.43,rejected,none,False,False,False,False,False,None,Dylan Hughes,oncology,Chicago,18,LIC69087,Duran-Ramirez Medical Center,+1-891-221-6558x523,dylan.hughes@duran-ramirezmedicalcenterhospital.com,39,0.228,False
CLAIM02798,PAT00290,PROV0029,2025-08-28 15:20:12.348144,cardiology,D002,P017,M004,13836.4,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Jeffrey Johnson,cardiology,Los Angeles,22,LIC19287,Caldwell-Yates Medical Center,001-427-929-8069x9016,jeffrey.johnson@caldwell-yatesmedicalcenterhospital.com,27,0.268,False
CLAIM02799,PAT01439,PROV0090,2025-11-06 15:20:12.348144,cardiology,D002,P001,M004,2873.63,rejected,none,False,False,False,False,False,None,Kathryn Hughes,oncology,New York,10,LIC41266,"Wilson, Hampton and Padilla Medical Center",494.973.1217,"kathryn.hughes@wilson,hamptonandpadillamedicalcenterhospital.com",17,0.226,False
CLAIM02800,PAT00683,PROV0006,2025-08-11 15:20:12.348144,general_medicine,D011,P012,M010,1888.9,submitted,none,False,False,False,False,False,None,Brenda Snyder PhD,general_medicine,Houston,23,LIC55082,Hernandez and Sons Medical Center,+1-669-716-6978x48018,brenda.snyder.phd@hernandezandsonsmedicalcenterhospital.com,12,0.292,False
CLAIM02801,PAT00863,PROV0074,2025-07-04 15:20:12.348144,cardiology,D001,P003,M001,14218.94,rejected,none,False,False,False,False,False,None,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM02802,PAT01231,PROV0003,2025-07-29 15:20:12.348144,general_medicine,D011,P010,M010,500.6,submitted,none,False,False,False,False,False,None,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM02803,PAT01351,PROV0014,2025-09-14 15:20:12.348144,cardiology,D001,P002,M002,5437.06,submitted,duplicate_billing,True,False,False,False,True,Duplicate Billing,Kevin Shaw,orthopedics,San Antonio,32,LIC61856,"Moore, Yu and Miller Medical Center",(219)313-6193,"kevin.shaw@moore,yuandmillermedicalcenterhospital.com",39,0.057,False
CLAIM02804,PAT00891,PROV0077,2025-07-30 15:20:12.348144,oncology,D005,P006,M006,19253.84,submitted,none,False,False,False,False,False,None,Maria Murphy,neurology,Charlotte,11,LIC72216,Santiago Ltd Medical Center,+1-581-468-5054x23573,maria.murphy@santiagoltdmedicalcenterhospital.com,25,0.336,False
CLAIM02805,PAT00627,PROV0028,2025-09-25 15:20:12.348144,oncology,D005,P006,M006,21706.33,rejected,none,False,False,False,False,False,None,Daniel Fisher,neurology,San Diego,15,LIC10942,"Shah, Smith and Gilmore Medical Center",001-567-905-4668,"daniel.fisher@shah,smithandgilmoremedicalcenterhospital.com",130,0.621,True
CLAIM02806,PAT01049,PROV0024,2025-06-25 15:20:12.348144,gastroenterology,D016,P018,M015,4856.24,rejected,none,False,False,False,False,False,None,Michael Dixon,cardiology,San Francisco,5,LIC79822,"Jackson, Miller and Robertson Medical Center",+1-395-913-4332x0037,"michael.dixon@jackson,millerandrobertsonmedicalcenterhospital.com",18,0.264,False
CLAIM02807,PAT00600,PROV0065,2025-08-23 15:20:12.348144,oncology,D005,P005,M006,26176.1,approved,none,False,False,False,False,False,None,Shane Pugh,gastroenterology,Austin,21,LIC96951,Parrish-Griffith Medical Center,794-351-9832x7315,shane.pugh@parrish-griffithmedicalcenterhospital.com,29,0.203,False
CLAIM02808,PAT00333,PROV0082,2025-11-11 15:20:12.348144,orthopedics,D008,P009,M007,49382.43,submitted,none,False,False,False,False,False,None,Ronald Horton,neurology,New York,25,LIC72518,Blake Group Medical Center,390.610.4328x986,ronald.horton@blakegroupmedicalcenterhospital.com,95,0.705,True
CLAIM02809,PAT00812,PROV0097,2025-07-17 15:20:12.348144,oncology,D006,P006,M006,21554.64,rejected,none,False,False,False,False,False,None,Dylan Cruz,orthopedics,Charlotte,10,LIC67080,"Barnes, Estes and Barrera Medical Center",995-532-7877x47016,"dylan.cruz@barnes,estesandbarreramedicalcenterhospital.com",43,0.386,False
CLAIM02810,PAT00537,PROV0052,2025-09-08 15:20:12.348144,oncology,D004,P006,M006,83823.1,submitted,abnormal_amount,False,True,False,False,True,Abnormal Amount,Mr. David Little MD,general_medicine,Seattle,28,LIC83519,"Smith, Ballard and Santana Medical Center",+1-982-317-5946x47436,"mr..david.little.md@smith,ballardandsantanamedicalcenterhospital.com",59,0.931,True
CLAIM02811,PAT00697,PROV0080,2025-10-13 15:20:12.348144,neurology,D013,P015,M012,8050.07,submitted,none,False,False,False,False,False,None,Ruth Solis,oncology,San Diego,25,LIC30028,Salas Inc Medical Center,+1-475-881-8141x2478,ruth.solis@salasincmedicalcenterhospital.com,14,0.166,False
CLAIM02812,PAT01401,PROV0052,2025-09-08 15:20:12.348144,oncology,D004,P004,M006,8064.48,approved,none,False,False,False,False,False,None,Mr. David Little MD,general_medicine,Seattle,28,LIC83519,"Smith, Ballard and Santana Medical Center",+1-982-317-5946x47436,"mr..david.little.md@smith,ballardandsantanamedicalcenterhospital.com",59,0.931,True
CLAIM02813,PAT00595,PROV0016,2025-08-25 15:20:12.348144,orthopedics,D007,P009,M007,44008.76,rejected,none,False,False,False,False,False,None,Daniel Baker,general_medicine,Jacksonville,15,LIC28131,Ibarra-Suarez Medical Center,(442)678-4980x841,daniel.baker@ibarra-suarezmedicalcenterhospital.com,15,0.302,False
CLAIM02814,PAT01059,PROV0019,2025-08-28 15:20:12.348144,gastroenterology,D018,P018,M016,5082.84,approved,none,False,False,False,False,False,None,Timothy Stanton,cardiology,Seattle,18,LIC94012,Nolan and Sons Medical Center,+1-731-858-6923x22602,timothy.stanton@nolanandsonsmedicalcenterhospital.com,28,0.174,False
CLAIM02815,PAT00760,PROV0008,2025-10-16 15:20:12.348144,oncology,D005,P006,M006,21016.93,submitted,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM02816,PAT00228,PROV0078,2025-11-11 15:20:12.348144,general_medicine,D010,P010,M010,457.15,rejected,none,False,False,False,False,False,None,Edward French,orthopedics,Indianapolis,32,LIC92149,"Wise, Conley and Stephenson Medical Center",4599296222,"edward.french@wise,conleyandstephensonmedicalcenterhospital.com",38,0.031,False
CLAIM02817,PAT01498,PROV0025,2025-10-28 15:20:12.348144,general_medicine,D012,P012,M011,2128.0,approved,none,False,False,False,False,False,None,Mark Lee,neurology,Philadelphia,17,LIC79163,"Cruz, Ross and Hernandez Medical Center",001-901-463-2870x831,"mark.lee@cruz,rossandhernandezmedicalcenterhospital.com",37,0.386,False
CLAIM02818,PAT00385,PROV0003,2025-11-23 15:20:12.348144,general_medicine,D012,P011,M011,992.42,approved,none,False,False,False,False,False,None,Monica Herrera,oncology,Indianapolis,2,LIC83563,Miller-Carter Medical Center,+1-695-993-1034x1316,monica.herrera@miller-cartermedicalcenterhospital.com,44,0.168,False
CLAIM02819,PAT01084,PROV0015,2025-08-28 15:20:12.348144,cardiology,D002,P002,M003,5289.91,submitted,none,False,False,False,False,False,None,Kevin Mills,oncology,San Diego,35,LIC44438,Harris-Moran Medical Center,946.324.7510,kevin.mills@harris-moranmedicalcenterhospital.com,37,0.359,False
CLAIM02820,PAT00328,PROV0094,2025-10-24 15:20:12.348144,cardiology,D002,P003,M003,13749.0,rejected,none,False,False,False,False,False,None,Tyler Hill,oncology,Houston,20,LIC99687,"Turner, Ferguson and Shaw Medical Center",(299)222-9959,"tyler.hill@turner,fergusonandshawmedicalcenterhospital.com",17,0.318,False
CLAIM02821,PAT00061,PROV0008,2025-08-05 15:20:12.348144,oncology,D006,P003,M006,21007.94,rejected,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM02822,PAT00504,PROV0086,2025-11-16 15:20:12.348144,orthopedics,D008,P009,M007,42975.92,approved,none,False,False,False,False,False,None,Kaylee Hays,cardiology,Chicago,28,LIC27786,"Kennedy, Johnson and Lucas Medical Center",950-954-1566x7652,"kaylee.hays@kennedy,johnsonandlucasmedicalcenterhospital.com",21,0.02,False
CLAIM02823,PAT00047,PROV0075,2025-11-18 15:20:12.348144,neurology,D015,P015,M014,8533.43,approved,none,False,False,False,False,False,None,Steven Cooper,neurology,San Diego,8,LIC69829,"Miller, Lucas and Williams Medical Center",001-777-288-9255x466,"steven.cooper@miller,lucasandwilliamsmedicalcenterhospital.com",39,0.267,False
CLAIM02824,PAT00097,PROV0098,2025-09-15 15:20:12.348144,cardiology,D002,P001,M004,3254.77,rejected,none,False,False,False,False,False,None,Harry Williams,orthopedics,Boston,35,LIC73372,Harper-Cameron Medical Center,+1-274-580-1624x56506,harry.williams@harper-cameronmedicalcenterhospital.com,47,0.107,False
CLAIM02825,PAT00766,PROV0055,2025-07-05 15:20:12.348144,cardiology,D003,P003,M005,15733.54,rejected,none,False,False,False,False,False,None,Roger Olson,oncology,San Diego,7,LIC56357,Francis-Morgan Medical Center,871-223-6851,roger.olson@francis-morganmedicalcenterhospital.com,36,0.39,False
CLAIM02826,PAT01479,PROV0060,2025-10-09 15:20:12.348144,general_medicine,D012,P010,M011,469.52,rejected,none,False,False,False,False,False,None,Rachel Carlson,orthopedics,Chicago,18,LIC56025,Garrison-Thomas Medical Center,(584)721-0205,rachel.carlson@garrison-thomasmedicalcenterhospital.com,35,0.272,False
CLAIM02827,PAT00249,PROV0096,2025-07-14 15:20:12.348144,neurology,D015,P013,M015,4510.44,rejected,wrong_medication,False,False,False,True,True,Medication Error,John Peterson,gastroenterology,Austin,1,LIC65057,Edwards Ltd Medical Center,556-425-8815x37147,john.peterson@edwardsltdmedicalcenterhospital.com,16,0.173,False
CLAIM02828,PAT00276,PROV0015,2025-11-25 15:20:12.348144,cardiology,D002,P002,M003,15590.71,approved,abnormal_amount,False,False,False,False,False,None,Kevin Mills,oncology,San Diego,35,LIC44438,Harris-Moran Medical Center,946.324.7510,kevin.mills@harris-moranmedicalcenterhospital.com,37,0.359,False
CLAIM02829,PAT01088,PROV0042,2025-09-04 15:20:12.348144,gastroenterology,D018,P016,M016,26170.06,approved,abnormal_amount,False,False,False,False,False,None,Christopher Parker,neurology,Los Angeles,6,LIC64948,"Holloway, Morse and Gonzales Medical Center",746.648.8771x906,"christopher.parker@holloway,morseandgonzalesmedicalcenterhospital.com",46,0.209,False
CLAIM02830,PAT00435,PROV0044,2025-10-09 15:20:12.348144,oncology,D004,P005,M006,27028.88,rejected,none,False,False,False,False,False,None,Gary Santiago,orthopedics,Charlotte,21,LIC19508,Rivera Ltd Medical Center,246.980.7154x5168,gary.santiago@riveraltdmedicalcenterhospital.com,129,0.949,True
CLAIM02831,PAT01088,PROV0058,2025-10-18 15:20:12.348144,gastroenterology,D016,P017,M015,52564.97,approved,abnormal_amount,False,True,False,False,True,Abnormal Amount,Lisa Crosby,gastroenterology,Houston,25,LIC15075,Johnson-Wood Medical Center,373.951.5850x643,lisa.crosby@johnson-woodmedicalcenterhospital.com,24,0.08,False
CLAIM02832,PAT01044,PROV0008,2025-11-13 15:20:12.348144,oncology,D005,P006,M006,18835.94,submitted,none,False,False,False,False,False,None,Katherine Rodriguez,orthopedics,Denver,13,LIC19116,Koch-Decker Medical Center,430-639-1171x8227,katherine.rodriguez@koch-deckermedicalcenterhospital.com,79,0.871,True
CLAIM02833,PAT00124,PROV0061,2025-12-10 15:20:12.348144,oncology,D004,P011,M006,20178.21,approved,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM02834,PAT01364,PROV0074,2025-08-15 15:20:12.348144,cardiology,D001,P003,M002,16082.32,approved,none,False,False,False,False,False,None,Jacob Mitchell,cardiology,Columbus,15,LIC33053,"Lin, Wyatt and Gilbert Medical Center",267.998.0793x59782,"jacob.mitchell@lin,wyattandgilbertmedicalcenterhospital.com",43,0.186,False
CLAIM02835,PAT00999,PROV0072,2025-11-05 15:20:12.348144,neurology,D013,P007,M012,3173.91,submitted,mismatch_specialty_procedure,False,False,True,False,True,Specialty-Procedure Mismatch,Angela Schultz,oncology,San Francisco,5,LIC69692,"Hicks, Bullock and Bailey Medical Center",001-923-912-4329x2127,"angela.schultz@hicks,bullockandbaileymedicalcenterhospital.com",50,0.23,False
CLAIM02836,PAT00805,PROV0061,2025-12-03 15:20:12.348144,oncology,D006,P004,M006,8541.31,submitted,none,False,False,False,False,False,None,Derek Martinez,neurology,Austin,2,LIC25118,Fox-Reese Medical Center,975.289.1783x9084,derek.martinez@fox-reesemedicalcenterhospital.com,26,0.071,False
CLAIM02837,PAT00373,PROV0054,2025-10-07 15:20:12.348144,general_medicine,D010,P010,M010,549.68,rejected,none,False,False,False,False,False,None,Stephanie Lucas,general_medicine,Phoenix,3,LIC50404,Kramer-Johnson Medical Center,(621)445-6232x858,stephanie.lucas@kramer-johnsonmedicalcenterhospital.com,12,0.36,False
CLAIM02838,PAT00010,PROV0099,2025-09-08 15:20:12.348144,oncology,D004,P005,M006,25106.2,approved,none,False,False,False,False,False,None,Dylan Hughes,oncology,Chicago,18,LIC69087,Duran-Ramirez Medical Center,+1-891-221-6558x523,dylan.hughes@duran-ramirezmedicalcenterhospital.com,39,0.228,False
